job_posting_id,job_title,job_title_original,company,country,city,city_clean,remote_type,experience_level,source,salary_min,salary_max,salary_avg,currency,posted_date,year,month,year_month,job_description,description_length,description_truncated,normalized_title,title_similarity,normalization_method,esco_occupation,required_skills,original_skills_list,has_original_skills,n_original_skills,inferred_skills_knn,completed_skills_list,skill_inference_method,has_section9_completed_skills,n_section9_completed_skills,needs_llm_validation,llm_status,llm_validated_skills_list,llm_removed_skills_list,llm_skill_reasons,llm_keep_rate,recommended_skills_list,recommended_skills,final_recommended_skills,recommended_skill_source,final_skill_source,has_recommended_skills,n_recommended_skills,n_final_recommended_skills,recommended_skills_text,salary_band
633,ML/LLM Operations Engineer,ML/LLM Operations Engineer,Evolent,United States,Oklahoma City,oklahoma city,Unspecified,Mid-level,Adzuna,95000.0,95000.0,95000.0,USD,2026-01-31,2026.0,1.0,2026-01,"Your Future Evolves Here Evolent partners with health plans and providers to achieve better outcomes for people with most complex and costly health conditions. Working across specialties and primary care, we seek to connect the pieces of fragmented health care system and ensure people get the same level of care and compassion we would want for our loved ones. Evolent employees enjoy work/life balance, the flexibility to suit their work to their lives, and autonomy they need to get things done. …",500,True,LLM Engineer,1.0,rule,language engineer,,[],False,0,"['rag', 'fine-tuning', 'transformers', 'python']","['rag', 'fine-tuning', 'transformers', 'python']",knn_inference,True,4,True,ok,"['transformers', 'python']","['fine-tuning', 'rag']",{},0.5,"['transformers', 'python', 'rag', 'fine-tuning']","transformers, python, rag, fine-tuning","transformers, python, rag, fine-tuning",llm_validated_with_rescue,llm_validated_with_rescue,True,4,4,"transformers, python, rag, fine-tuning",Medium
634,ML/LLM Operations Engineer,ML/LLM Operations Engineer,Evolent,United States,Frankfort,frankfort,Unspecified,Mid-level,Adzuna,105000.0,105000.0,105000.0,USD,2026-01-31,2026.0,1.0,2026-01,"Your Future Evolves Here Evolent partners with health plans and providers to achieve better outcomes for people with most complex and costly health conditions. Working across specialties and primary care, we seek to connect the pieces of fragmented health care system and ensure people get the same level of care and compassion we would want for our loved ones. Evolent employees enjoy work/life balance, the flexibility to suit their work to their lives, and autonomy they need to get things done. …",500,True,LLM Engineer,1.0,rule,language engineer,,[],False,0,"['rag', 'fine-tuning', 'transformers', 'python']","['rag', 'fine-tuning', 'transformers', 'python']",knn_inference,True,4,True,ok,"['transformers', 'python']","['fine-tuning', 'rag']",{},0.5,"['transformers', 'python', 'rag', 'fine-tuning']","transformers, python, rag, fine-tuning","transformers, python, rag, fine-tuning",llm_validated_with_rescue,llm_validated_with_rescue,True,4,4,"transformers, python, rag, fine-tuning",Medium
635,ML/LLM Operations Engineer,ML/LLM Operations Engineer,Evolent,United States,Chisolm,chisolm,Unspecified,Mid-level,Adzuna,86000.0,86000.0,86000.0,USD,2026-01-31,2026.0,1.0,2026-01,"Your Future Evolves Here Evolent partners with health plans and providers to achieve better outcomes for people with most complex and costly health conditions. Working across specialties and primary care, we seek to connect the pieces of fragmented health care system and ensure people get the same level of care and compassion we would want for our loved ones. Evolent employees enjoy work/life balance, the flexibility to suit their work to their lives, and autonomy they need to get things done. …",500,True,LLM Engineer,1.0,rule,language engineer,,[],False,0,"['rag', 'fine-tuning', 'transformers', 'python']","['rag', 'fine-tuning', 'transformers', 'python']",knn_inference,True,4,True,ok,"['transformers', 'python']","['fine-tuning', 'rag']",{},0.5,"['transformers', 'python', 'rag', 'fine-tuning']","transformers, python, rag, fine-tuning","transformers, python, rag, fine-tuning",llm_validated_with_rescue,llm_validated_with_rescue,True,4,4,"transformers, python, rag, fine-tuning",Low
636,ML/LLM Operations Engineer,ML/LLM Operations Engineer,Evolent,United States,Trenton,trenton,Unspecified,Mid-level,Adzuna,102000.0,102000.0,102000.0,USD,2026-01-31,2026.0,1.0,2026-01,"Your Future Evolves Here Evolent partners with health plans and providers to achieve better outcomes for people with most complex and costly health conditions. Working across specialties and primary care, we seek to connect the pieces of fragmented health care system and ensure people get the same level of care and compassion we would want for our loved ones. Evolent employees enjoy work/life balance, the flexibility to suit their work to their lives, and autonomy they need to get things done. …",500,True,LLM Engineer,1.0,rule,language engineer,,[],False,0,"['rag', 'fine-tuning', 'transformers', 'python']","['rag', 'fine-tuning', 'transformers', 'python']",knn_inference,True,4,True,ok,"['transformers', 'python']","['fine-tuning', 'rag']",{},0.5,"['transformers', 'python', 'rag', 'fine-tuning']","transformers, python, rag, fine-tuning","transformers, python, rag, fine-tuning",llm_validated_with_rescue,llm_validated_with_rescue,True,4,4,"transformers, python, rag, fine-tuning",Medium
637,ML/LLM Operations Engineer,ML/LLM Operations Engineer,Evolent,United States,Boston,boston,Unspecified,Mid-level,Adzuna,91000.0,91000.0,91000.0,USD,2026-01-31,2026.0,1.0,2026-01,"Your Future Evolves Here Evolent partners with health plans and providers to achieve better outcomes for people with most complex and costly health conditions. Working across specialties and primary care, we seek to connect the pieces of fragmented health care system and ensure people get the same level of care and compassion we would want for our loved ones. Evolent employees enjoy work/life balance, the flexibility to suit their work to their lives, and autonomy they need to get things done. …",500,True,LLM Engineer,1.0,rule,language engineer,,[],False,0,"['rag', 'fine-tuning', 'transformers', 'python']","['rag', 'fine-tuning', 'transformers', 'python']",knn_inference,True,4,True,ok,"['transformers', 'python']","['fine-tuning', 'rag']",{},0.5,"['transformers', 'python', 'rag', 'fine-tuning']","transformers, python, rag, fine-tuning","transformers, python, rag, fine-tuning",llm_validated_with_rescue,llm_validated_with_rescue,True,4,4,"transformers, python, rag, fine-tuning",Low
638,ML/LLM Operations Engineer,ML/LLM Operations Engineer,Evolent,United States,Ny State Campus,ny state campus,Unspecified,Mid-level,Adzuna,108000.0,108000.0,108000.0,USD,2026-01-31,2026.0,1.0,2026-01,"Your Future Evolves Here Evolent partners with health plans and providers to achieve better outcomes for people with most complex and costly health conditions. Working across specialties and primary care, we seek to connect the pieces of fragmented health care system and ensure people get the same level of care and compassion we would want for our loved ones. Evolent employees enjoy work/life balance, the flexibility to suit their work to their lives, and autonomy they need to get things done. …",500,True,LLM Engineer,1.0,rule,language engineer,,[],False,0,"['rag', 'fine-tuning', 'transformers', 'python']","['rag', 'fine-tuning', 'transformers', 'python']",knn_inference,True,4,True,ok,"['transformers', 'python']","['fine-tuning', 'rag']",{},0.5,"['transformers', 'python', 'rag', 'fine-tuning']","transformers, python, rag, fine-tuning","transformers, python, rag, fine-tuning",llm_validated_with_rescue,llm_validated_with_rescue,True,4,4,"transformers, python, rag, fine-tuning",Medium
639,ML/LLM Operations Engineer,ML/LLM Operations Engineer,Evolent,United States,Pierre,pierre,Unspecified,Mid-level,Adzuna,145000.0,145000.0,145000.0,USD,2026-01-31,2026.0,1.0,2026-01,"Your Future Evolves Here Evolent partners with health plans and providers to achieve better outcomes for people with most complex and costly health conditions. Working across specialties and primary care, we seek to connect the pieces of fragmented health care system and ensure people get the same level of care and compassion we would want for our loved ones. Evolent employees enjoy work/life balance, the flexibility to suit their work to their lives, and autonomy they need to get things done. …",500,True,LLM Engineer,1.0,rule,language engineer,,[],False,0,"['rag', 'fine-tuning', 'transformers', 'python']","['rag', 'fine-tuning', 'transformers', 'python']",knn_inference,True,4,True,ok,"['transformers', 'python']","['fine-tuning', 'rag']",{},0.5,"['transformers', 'python', 'rag', 'fine-tuning']","transformers, python, rag, fine-tuning","transformers, python, rag, fine-tuning",llm_validated_with_rescue,llm_validated_with_rescue,True,4,4,"transformers, python, rag, fine-tuning",High
640,ML/LLM Operations Engineer,ML/LLM Operations Engineer,Evolent,United States,Talcott Village,talcott village,Unspecified,Mid-level,Adzuna,104000.0,104000.0,104000.0,USD,2026-01-31,2026.0,1.0,2026-01,"Your Future Evolves Here Evolent partners with health plans and providers to achieve better outcomes for people with most complex and costly health conditions. Working across specialties and primary care, we seek to connect the pieces of fragmented health care system and ensure people get the same level of care and compassion we would want for our loved ones. Evolent employees enjoy work/life balance, the flexibility to suit their work to their lives, and autonomy they need to get things done. …",500,True,LLM Engineer,1.0,rule,language engineer,,[],False,0,"['rag', 'fine-tuning', 'transformers', 'python']","['rag', 'fine-tuning', 'transformers', 'python']",knn_inference,True,4,True,ok,"['transformers', 'python']","['fine-tuning', 'rag']",{},0.5,"['transformers', 'python', 'rag', 'fine-tuning']","transformers, python, rag, fine-tuning","transformers, python, rag, fine-tuning",llm_validated_with_rescue,llm_validated_with_rescue,True,4,4,"transformers, python, rag, fine-tuning",Medium
641,ML/LLM Operations Engineer,ML/LLM Operations Engineer,Evolent,United States,"Washington, D.C.","washington, d.c.",Unspecified,Mid-level,Adzuna,98000.0,98000.0,98000.0,USD,2026-01-31,2026.0,1.0,2026-01,"Your Future Evolves Here Evolent partners with health plans and providers to achieve better outcomes for people with most complex and costly health conditions. Working across specialties and primary care, we seek to connect the pieces of fragmented health care system and ensure people get the same level of care and compassion we would want for our loved ones. Evolent employees enjoy work/life balance, the flexibility to suit their work to their lives, and autonomy they need to get things done. …",500,True,LLM Engineer,1.0,rule,language engineer,,[],False,0,"['rag', 'fine-tuning', 'transformers', 'python']","['rag', 'fine-tuning', 'transformers', 'python']",knn_inference,True,4,True,ok,"['transformers', 'python']","['fine-tuning', 'rag']",{},0.5,"['transformers', 'python', 'rag', 'fine-tuning']","transformers, python, rag, fine-tuning","transformers, python, rag, fine-tuning",llm_validated_with_rescue,llm_validated_with_rescue,True,4,4,"transformers, python, rag, fine-tuning",Medium
642,ML/LLM Operations Engineer,ML/LLM Operations Engineer,Evolent,United States,Urbanización El Vedado,urbanización el vedado,Unspecified,Mid-level,Adzuna,94000.0,94000.0,94000.0,USD,2026-01-31,2026.0,1.0,2026-01,"Your Future Evolves Here Evolent partners with health plans and providers to achieve better outcomes for people with most complex and costly health conditions. Working across specialties and primary care, we seek to connect the pieces of fragmented health care system and ensure people get the same level of care and compassion we would want for our loved ones. Evolent employees enjoy work/life balance, the flexibility to suit their work to their lives, and autonomy they need to get things done. …",500,True,LLM Engineer,1.0,rule,language engineer,,[],False,0,"['rag', 'fine-tuning', 'transformers', 'python']","['rag', 'fine-tuning', 'transformers', 'python']",knn_inference,True,4,True,ok,"['transformers', 'python']","['fine-tuning', 'rag']",{},0.5,"['transformers', 'python', 'rag', 'fine-tuning']","transformers, python, rag, fine-tuning","transformers, python, rag, fine-tuning",llm_validated_with_rescue,llm_validated_with_rescue,True,4,4,"transformers, python, rag, fine-tuning",Low
643,ML/LLM Operations Engineer,ML/LLM Operations Engineer,Evolent,United States,Providence,providence,Unspecified,Mid-level,Adzuna,99000.0,99000.0,99000.0,USD,2026-01-31,2026.0,1.0,2026-01,"Your Future Evolves Here Evolent partners with health plans and providers to achieve better outcomes for people with most complex and costly health conditions. Working across specialties and primary care, we seek to connect the pieces of fragmented health care system and ensure people get the same level of care and compassion we would want for our loved ones. Evolent employees enjoy work/life balance, the flexibility to suit their work to their lives, and autonomy they need to get things done. …",500,True,LLM Engineer,1.0,rule,language engineer,,[],False,0,"['rag', 'fine-tuning', 'transformers', 'python']","['rag', 'fine-tuning', 'transformers', 'python']",knn_inference,True,4,True,ok,"['transformers', 'python']","['fine-tuning', 'rag']",{},0.5,"['transformers', 'python', 'rag', 'fine-tuning']","transformers, python, rag, fine-tuning","transformers, python, rag, fine-tuning",llm_validated_with_rescue,llm_validated_with_rescue,True,4,4,"transformers, python, rag, fine-tuning",Medium
644,ML/LLM Operations Engineer,ML/LLM Operations Engineer,Evolent,United States,La Cienga,la cienga,Unspecified,Mid-level,Adzuna,133000.0,133000.0,133000.0,USD,2026-01-31,2026.0,1.0,2026-01,"Your Future Evolves Here Evolent partners with health plans and providers to achieve better outcomes for people with most complex and costly health conditions. Working across specialties and primary care, we seek to connect the pieces of fragmented health care system and ensure people get the same level of care and compassion we would want for our loved ones. Evolent employees enjoy work/life balance, the flexibility to suit their work to their lives, and autonomy they need to get things done. …",500,True,LLM Engineer,1.0,rule,language engineer,,[],False,0,"['rag', 'fine-tuning', 'transformers', 'python']","['rag', 'fine-tuning', 'transformers', 'python']",knn_inference,True,4,True,ok,"['transformers', 'python']","['fine-tuning', 'rag']",{},0.5,"['transformers', 'python', 'rag', 'fine-tuning']","transformers, python, rag, fine-tuning","transformers, python, rag, fine-tuning",llm_validated_with_rescue,llm_validated_with_rescue,True,4,4,"transformers, python, rag, fine-tuning",High
645,ML/LLM Operations Engineer,ML/LLM Operations Engineer,Evolent,United States,Annapolis,annapolis,Unspecified,Mid-level,Adzuna,119000.0,119000.0,119000.0,USD,2026-01-31,2026.0,1.0,2026-01,"Your Future Evolves Here Evolent partners with health plans and providers to achieve better outcomes for people with most complex and costly health conditions. Working across specialties and primary care, we seek to connect the pieces of fragmented health care system and ensure people get the same level of care and compassion we would want for our loved ones. Evolent employees enjoy work/life balance, the flexibility to suit their work to their lives, and autonomy they need to get things done. …",500,True,LLM Engineer,1.0,rule,language engineer,,[],False,0,"['rag', 'fine-tuning', 'transformers', 'python']","['rag', 'fine-tuning', 'transformers', 'python']",knn_inference,True,4,True,ok,"['transformers', 'python']","['fine-tuning', 'rag']",{},0.5,"['transformers', 'python', 'rag', 'fine-tuning']","transformers, python, rag, fine-tuning","transformers, python, rag, fine-tuning",llm_validated_with_rescue,llm_validated_with_rescue,True,4,4,"transformers, python, rag, fine-tuning",Medium
646,ML/LLM Operations Engineer,ML/LLM Operations Engineer,Evolent,United States,Sacramento,sacramento,Unspecified,Mid-level,Adzuna,103000.0,103000.0,103000.0,USD,2026-02-20,2026.0,2.0,2026-02,"Your Future Evolves Here Evolent partners with health plans and providers to achieve better outcomes for people with most complex and costly health conditions. Working across specialties and primary care, we seek to connect the pieces of fragmented health care system and ensure people get the same level of care and compassion we would want for our loved ones. Evolent employees enjoy work/life balance, the flexibility to suit their work to their lives, and autonomy they need to get things done. …",500,True,LLM Engineer,1.0,rule,language engineer,,[],False,0,"['rag', 'fine-tuning', 'transformers', 'python']","['rag', 'fine-tuning', 'transformers', 'python']",knn_inference,True,4,True,ok,"['transformers', 'python']","['fine-tuning', 'rag']",{},0.5,"['transformers', 'python', 'rag', 'fine-tuning']","transformers, python, rag, fine-tuning","transformers, python, rag, fine-tuning",llm_validated_with_rescue,llm_validated_with_rescue,True,4,4,"transformers, python, rag, fine-tuning",Medium
647,R&D Senior LLM Engineer (Temp),R&D Senior LLM Engineer (Temp),The New York Times,United States,New York City,new york city,Unspecified,Senior,Adzuna,225000.0,256000.0,240500.0,USD,2026-02-14,2026.0,2.0,2026-02,"The mission of The New York Times is to seek the truth and help people understand the world. That means independent journalism is at the heart of all we do as a company. It’s why we have a world-renowned newsroom that sends journalists to report on the ground from nearly 160 countries. It’s why we focus deeply on how our readers will experience our journalism, from print to audio to a world-class digital and app destination. And it’s why our business strategy centers on making journalism so goo…",500,True,LLM Engineer,1.0,rule,language engineer,R,['r'],True,1,[],['r'],original,True,1,False,not_validated,[],[],{},0.0,['r'],r,r,original,original,True,1,1,r,Very High
648,LLM Engineer - (Hybrid- Greenfield AI Project),LLM Engineer - (Hybrid- Greenfield AI Project),Match Made Tech,United States,Los Angeles,los angeles,Remote,Lead,Adzuna,156000.0,198000.0,177000.0,USD,2026-01-26,2026.0,1.0,2026-01,"Job Title: LLM Engineer - Greenfield AI Project LOCATION: Irvine, CA (onsite). Monday through Thursday onsite, Fridays remote. MUST BE A US CITIZEN/ GREENCARD HOLDER COMPENSATION: $75-95 an hour. This is a 2-year contract that will convert to full-time. ABOUT US: We are on a mission to develop innovative AI solutions that will revolutionize our workforce. As we embark on an exciting new greenfield AI project, we are seeking an exceptional LLM Engineer to join our team and lead the development o…",500,True,LLM Engineer,1.0,rule,language engineer,,[],False,0,"['azure', 'python', 'rag', 'aws', 'fine-tuning', 'transformers']","['azure', 'python', 'rag', 'aws', 'fine-tuning', 'transformers']",knn_inference,True,6,True,ok,"['python', 'aws', 'transformers']","['azure', 'fine-tuning', 'rag']",{},0.5,"['python', 'aws', 'transformers', 'rag', 'fine-tuning']","python, aws, transformers, rag, fine-tuning","python, aws, transformers, rag, fine-tuning",llm_validated_with_rescue,llm_validated_with_rescue,True,5,5,"python, aws, transformers, rag, fine-tuning",Very High
649,Applied LLM Engineer - Cyber Risk & RAG Systems,Applied LLM Engineer - Cyber Risk & RAG Systems,S3,United States,Iselin,iselin,Remote,Mid-level,Adzuna,239000.0,,239000.0,USD,2026-02-22,2026.0,2.0,2026-02,"Job Description Job Title: Applied LLM Engineer - Cyber Risk & RAG Systems – Hiring FAST! Industry: Finance Location: Iselin, NJ Pay Rate: $115/HR on W2 Only – NO C2C Setting: Hybrid Required (Remote is NOT an Option) Duration: 12 months Job ID: 245183 Required Qualifications: 5 years of Specialty Software Engineering experience. GenAI Cyber Risk experience Retrieval‑Augmented Generation (RAG) Responsibilities: Design and implement GenAI components, including retrieval‑augmented generation (RAG…",500,True,LLM Engineer,1.0,rule,language engineer,RAG,['rag'],True,1,[],['rag'],original,True,1,False,not_validated,[],[],{},0.0,['rag'],rag,rag,original,original,True,1,1,rag,Very High
650,LLM Platform Engineer,LLM Platform Engineer,Bright Vision Technologies,United States,US,,Unspecified,Mid-level,Adzuna,82000.0,82000.0,82000.0,USD,2026-02-13,2026.0,2.0,2026-02,"Bright Vision Technologies is a forward-thinking software development company dedicated to building innovative solutions that help businesses automate and optimize their operations. We leverage cutting-edge large language model (LLM) and AI platform technologies to build scalable, secure, and production-ready AI systems. As we continue to grow, we’re looking for a skilled LLM Platform Engineer to join our dynamic team and contribute to our mission of transforming business processes through tech…",500,True,LLM Engineer,1.0,rule,language engineer,,[],False,0,"['transformers', 'rag', 'aws', 'spark']","['transformers', 'rag', 'aws', 'spark']",knn_inference,True,4,True,ok,"['transformers', 'aws']","['rag', 'spark']",{},0.5,"['transformers', 'aws', 'rag']","transformers, aws, rag","transformers, aws, rag",llm_validated_with_rescue,llm_validated_with_rescue,True,3,3,"transformers, aws, rag",Low
651,LLM Ops Engineer,LLM Ops Engineer,HirexHire,United States,Denver,denver,Unspecified,Mid-level,Adzuna,134000.0,134000.0,134000.0,USD,2025-12-14,2025.0,12.0,2025-12,"ABOUT US HirexHire (pronounced hire by hire) is a Chicago-based recruiting and talent consultancy that integrates with companies short-term to provide long-term talent solutions. We take a seat in our client’s everyday operations to understand their people goals, gaps, and challenges. We then develop and implement the processes and technologies to execute a sustainable and scalable talent plan. We partner with companies expecting or experiencing high growth which need to hire at scale or fill a…",500,True,LLM Engineer,1.0,rule,language engineer,,[],False,0,"['nlp', 'fine-tuning', 'rag', 'spark']","['nlp', 'fine-tuning', 'rag', 'spark']",knn_inference,True,4,True,ok,"['nlp', 'fine-tuning', 'rag']",['spark'],{},0.75,"['nlp', 'fine-tuning', 'rag']","nlp, fine-tuning, rag","nlp, fine-tuning, rag",llm_validated_with_rescue,llm_validated_with_rescue,True,3,3,"nlp, fine-tuning, rag",High
652,LLM Ops Engineer,LLM Ops Engineer,HirexHire,United States,Edgewater,edgewater,Unspecified,Mid-level,Adzuna,172000.0,172000.0,172000.0,USD,2025-12-13,2025.0,12.0,2025-12,"ABOUT US HirexHire (pronounced hire by hire) is a Chicago-based recruiting and talent consultancy that integrates with companies short-term to provide long-term talent solutions. We take a seat in our client’s everyday operations to understand their people goals, gaps, and challenges. We then develop and implement the processes and technologies to execute a sustainable and scalable talent plan. We partner with companies expecting or experiencing high growth which need to hire at scale or fill a…",500,True,LLM Engineer,1.0,rule,language engineer,,[],False,0,"['nlp', 'fine-tuning', 'rag', 'spark']","['nlp', 'fine-tuning', 'rag', 'spark']",knn_inference,True,4,True,ok,"['nlp', 'fine-tuning', 'rag']",['spark'],{},0.75,"['nlp', 'fine-tuning', 'rag']","nlp, fine-tuning, rag","nlp, fine-tuning, rag",llm_validated_with_rescue,llm_validated_with_rescue,True,3,3,"nlp, fine-tuning, rag",Very High
653,LLM Platform Engineer,LLM Platform Engineer,Whatnot,United States,San Francisco,san francisco,Remote,Mid-level,Adzuna,245000.0,345000.0,295000.0,USD,2026-02-07,2026.0,2.0,2026-02,"Join the Future of Commerce with Whatnot! Whatnot is the largest live shopping platform in North America and Europe to buy, sell, and discover the things you love. We’re re-defining e-commerce by blending community, shopping, and entertainment into a community just for you. As a remote co-located team, we’re inspired by innovation and anchored in our values . With hubs in the US, UK, Germany, Ireland, Poland, and Australia, we’re building the future of online marketplaces –together. From fashi…",500,True,LLM Engineer,1.0,rule,language engineer,,[],False,0,[],[],low_similarity_no_inference,False,0,False,not_validated,[],[],{},,[],,,section9_not_llm_validated,section9_not_llm_validated,False,0,0,,Very High
654,LLM Inference Engineer,LLM Inference Engineer,Periodic Labs,United States,Menlo Park,menlo park,Unspecified,Mid-level,Adzuna,111000.0,111000.0,111000.0,USD,2025-11-18,2025.0,11.0,2025-11,"About Periodic Labs We are an AI  physical sciences lab building state of the art models to make novel scientific discoveries. We are well funded and growing rapidly. Team members are owners who identity and solve problems without boundaries or bureaucracy. We eagerly learn new tools and new science to push forward our mission. About the role You will integrate, optimize, and operate large-scale inference systems to power AI scientific research. You will build and maintain high-performance serv…",500,True,LLM Engineer,1.0,rule,language engineer,,[],False,0,"['transformers', 'rag', 'spark', 'nlp', 'fine-tuning']","['transformers', 'rag', 'spark', 'nlp', 'fine-tuning']",knn_inference,True,5,True,ok,"['transformers', 'nlp', 'fine-tuning']","['rag', 'spark']",{},0.6,"['transformers', 'nlp', 'fine-tuning', 'rag']","transformers, nlp, fine-tuning, rag","transformers, nlp, fine-tuning, rag",llm_validated_with_rescue,llm_validated_with_rescue,True,4,4,"transformers, nlp, fine-tuning, rag",Medium
655,LLM Evaluation Engineer,LLM Evaluation Engineer,ThirdLaw,United States,US,,Unspecified,Mid-level,Adzuna,176000.0,176000.0,176000.0,USD,2024-12-10,2024.0,12.0,2024-12,"About the Company ThirdLaw is building the control layer for AI in the enterprise. As companies rush to adopt LLMs and AI agents, they face new safety, compliance, and operational risks that traditional observability tools were never designed to detect. Metrics like latency or cost don’t capture when a model makes a bad decision, leaks sensitive data, or behaves unpredictably. We help IT and Security teams answer the foundational question: ""Is this OK?""—and take real-time action when it’s not. …",500,True,LLM Engineer,1.0,rule,language engineer,,[],False,0,"['rag', 'spark', 'nlp']","['rag', 'spark', 'nlp']",knn_inference,True,3,True,ok,['nlp'],"['rag', 'spark']",{},0.3333333333333333,"['nlp', 'rag']","nlp, rag","nlp, rag",llm_validated_with_rescue,llm_validated_with_rescue,True,2,2,"nlp, rag",Very High
656,Senior LLM Research Engineer - Artificial Intelligence,Senior LLM Research Engineer - Artificial Intelligence,Bloomberg,United States,Grand Central,grand central,Unspecified,Senior,Adzuna,296000.0,296000.0,296000.0,USD,2026-02-18,2026.0,2.0,2026-02,"Senior LLM Research Engineer - Artificial Intelligence Location New York Business Area Engineering and CTO Ref  10049309 Description & Requirements Bloomberg's Engineering AI department has 400 AI practitioners building highly sought after products and features that often require novel innovations. We are investing in AI to build better search, discovery, and workflow solutions using technologies such as transformers, gradient boosted decision trees, large language models, and dense vector data…",500,True,LLM Engineer,1.0,rule,language engineer,Transformers,['transformers'],True,1,[],['transformers'],original,True,1,False,not_validated,[],[],{},0.0,['transformers'],transformers,transformers,original,original,True,1,1,transformers,Very High
657,LLM Applications Engineer (Enterprise),LLM Applications Engineer (Enterprise),Rise Technical Recruitment,United States,San Francisco,san francisco,Unspecified,Mid-level,Adzuna,120000.0,180000.0,150000.0,USD,2026-02-13,2026.0,2.0,2026-02,"LLM Applications Engineer (DevTool Start-Up) $120,000 - $180,000  Equity  Benefits  PTO San Francisco, CA Are you passionate about building production-grade application systems on top of large language models? Do you thrive in environments where you directly own customer-facing infrastructure that ships alongside the fastest-moving AI models in the world? This is an opportunity to join a fast-growing, profitable startup at the forefront of AI infrastructure, building the systems layer that powe…",500,True,LLM Engineer,1.0,rule,language engineer,,[],False,0,"['spark', 'rag', 'transformers', 'nlp', 'fine-tuning']","['spark', 'rag', 'transformers', 'nlp', 'fine-tuning']",knn_inference,True,5,True,ok,"['transformers', 'nlp', 'fine-tuning']","['rag', 'spark']",{},0.6,"['transformers', 'nlp', 'fine-tuning', 'rag']","transformers, nlp, fine-tuning, rag","transformers, nlp, fine-tuning, rag",llm_validated_with_rescue,llm_validated_with_rescue,True,4,4,"transformers, nlp, fine-tuning, rag",High
658,AI/LLM Integration Engineer,AI/LLM Integration Engineer,Ironflow AI,United States,San Diego,san diego,Unspecified,Mid-level,Adzuna,191000.0,191000.0,191000.0,USD,2025-11-17,2025.0,11.0,2025-11,"About Ironflow AI We are building the world’s first AI-native ERP for defense tech — a system that thinks, reasons, and acts alongside the people who build, protect, and defend our way of life. We’re not patching old ideas with a flashy new user interface. We’re starting fresh — reimagining how software supports operations at the cutting edge of the defense tech revolution. Built by veterans, engineers, and operators who’ve lived the pain of legacy systems. Ironflow combines natural language, i…",500,True,LLM Engineer,1.0,rule,language engineer,,[],False,0,"['rag', 'nlp', 'spark']","['rag', 'nlp', 'spark']",knn_inference,True,3,True,ok,"['nlp', 'spark']",['rag'],{},0.6666666666666666,"['nlp', 'spark', 'rag']","nlp, spark, rag","nlp, spark, rag",llm_validated_with_rescue,llm_validated_with_rescue,True,3,3,"nlp, spark, rag",Very High
659,Backend LLM/MCP Engineer,Backend LLM / MCP Engineer,Recruiting From Scratch,United States,San Francisco,san francisco,Unspecified,Mid-level,Adzuna,160000.0,220000.0,190000.0,USD,2026-02-21,2026.0,2.0,2026-02,"Who is Recruiting from Scratch: Recruiting from Scratch is a specialized talent firm dedicated to helping companies build exceptional teams. We partner closely with our clients to deeply understand their needs, then connect them with top-tier candidates who are not only highly skilled but also the right fit for the company’s culture and vision. Our mission is simple: place the best people in the right roles to drive long-term success for both clients and candidates. https://www.recruitingfromsc…",500,True,LLM Engineer,1.0,rule,language engineer,,[],False,0,[],[],low_similarity_no_inference,False,0,False,not_validated,[],[],{},,[],,,section9_not_llm_validated,section9_not_llm_validated,False,0,0,,Very High
660,ML/LLM Operations Engineer,ML/LLM Operations Engineer,Evolent Health,United States,US,,Unspecified,Mid-level,Adzuna,120000.0,140000.0,130000.0,USD,2026-02-01,2026.0,2.0,2026-02,"Your Future Evolves Here Evolent partners with health plans and providers to achieve better outcomes for people with most complex and costly health conditions. Working across specialties and primary care, we seek to connect the pieces of fragmented health care system and ensure people get the same level of care and compassion we would want for our loved ones. Evolent employees enjoy work/life balance, the flexibility to suit their work to their lives, and autonomy they need to get things done. …",500,True,LLM Engineer,1.0,rule,language engineer,,[],False,0,"['rag', 'fine-tuning', 'transformers', 'python']","['rag', 'fine-tuning', 'transformers', 'python']",knn_inference,True,4,True,ok,"['transformers', 'python']","['fine-tuning', 'rag']",{},0.5,"['transformers', 'python', 'rag', 'fine-tuning']","transformers, python, rag, fine-tuning","transformers, python, rag, fine-tuning",llm_validated_with_rescue,llm_validated_with_rescue,True,4,4,"transformers, python, rag, fine-tuning",High
661,AI LLM Retrieval Engineer,AI LLM Retrieval Engineer,Titan AI,United States,US,,Unspecified,Mid-level,Adzuna,150000.0,225000.0,187500.0,USD,2026-01-09,2026.0,1.0,2026-01,"Titan is building the AI platform for banking – creating the models and agents that will define the industry. Led by a team of former CTOs with multiple exits, we're seeking an AI LLM Retrieval Engineer to join our team building the data and retrieval backbone for autonomous banking and fintech. What you'll do Architect and maintain client-specific and internal RAG pipelines, including embedding generation, document chunking, and metadata tagging Collaborate directly with enterprise clients to …",500,True,LLM Engineer,1.0,rule,language engineer,RAG,['rag'],True,1,[],['rag'],original,True,1,False,not_validated,[],[],{},0.0,['rag'],rag,rag,original,original,True,1,1,rag,Very High
