job_title,company,country,city,salary_min,salary_max,currency,remote_type,experience_level,required_skills,posted_date,source,job_description,salary_avg,description_length,salary_missing,skills_missing,company_missing,posted_date_missing,description_truncated,city_is_invalid,remote_type_clean,experience_level_clean,text_for_analysis,salary_band,seniority_score,job_category,is_remote,is_hybrid,is_onsite,has_original_skills,original_skills_list,inferred_skills_existing_data,skills_source,similarity_text,inferred_skills_knn,knn_similarity,llm_skills
AI Engineer,CUBE,United Kingdom,London,107000.0,107000.0,USD,Unspecified,Mid-level,,2025-12-17,Adzuna,"CUBE are a global RegTech business defining and implementing the gold standard of regulatory intelligence for the financial services industry. We deliver our services through intuitive SaaS solutions, powered by AI, to simplify the complex and everchanging world of compliance for our clients. Why us?  CUBE is a globally recognized brand at the forefront of Regulatory Technology. Our industry-leading SaaS solutions are trusted by the world’s top financial institutions globally.  In 2024, we achi…",107000.0,500,False,True,False,False,True,False,Unspecified,Mid-level,"AI Engineer CUBE are a global RegTech business defining and implementing the gold standard of regulatory intelligence for the financial services industry. We deliver our services through intuitive SaaS solutions, powered by AI, to simplify the complex and everchanging world of compliance for our clients. Why us?  CUBE is a globally recognized brand at the forefront of Regulatory Technology. Our industry-leading SaaS solutions are trusted by the world’s top financial institutions globally.  In 2024, we achi…",High,2,AI Engineer,False,False,False,False,[],"['python', 'rag', 'azure', 'nlp', 'openai']",inferred_from_category,"AI Engineer CUBE are a global RegTech business defining and implementing the gold standard of regulatory intelligence for the financial services industry. We deliver our services through intuitive SaaS solutions, powered by AI, to simplify the complex and everchanging world of compliance for our clients. Why us?  CUBE is a globally recognized brand at the forefront of Regulatory Technology. Our industry-leading SaaS solutions are trusted by the world’s top financial institutions globally.  In 2024, we achi…","['python', 'r', 'sql', 'azure']",0.16522432214716143,"['python', 'r', 'sql']"
AI Engineer,RELX INC,United Kingdom,Farringdon,42000.0,42000.0,USD,Unspecified,Mid-level,,2025-12-19,Adzuna,"Are you passionate about shaping the future of AI-driven IP tools in a collaborative, flexible environment? Want to join a dynamic team building cutting-edge AI solutions and analytics on impactful, global projects? About our Team: At LexisNexis Intellectual Property Solutions, our mission is to bring clarity to innovation by delivering better outcomes to the innovation community. Each and every day, the work our team does supports the development of new technologies and processes that ultimate…",42000.0,500,False,True,False,False,True,False,Unspecified,Mid-level,"AI Engineer Are you passionate about shaping the future of AI-driven IP tools in a collaborative, flexible environment? Want to join a dynamic team building cutting-edge AI solutions and analytics on impactful, global projects? About our Team: At LexisNexis Intellectual Property Solutions, our mission is to bring clarity to innovation by delivering better outcomes to the innovation community. Each and every day, the work our team does supports the development of new technologies and processes that ultimate…",Low,2,AI Engineer,False,False,False,False,[],"['python', 'rag', 'azure', 'nlp', 'openai']",inferred_from_category,"AI Engineer Are you passionate about shaping the future of AI-driven IP tools in a collaborative, flexible environment? Want to join a dynamic team building cutting-edge AI solutions and analytics on impactful, global projects? About our Team: At LexisNexis Intellectual Property Solutions, our mission is to bring clarity to innovation by delivering better outcomes to the innovation community. Each and every day, the work our team does supports the development of new technologies and processes that ultimate…","['nlp', 'r', 'rag', 'python']",0.18711941337920146,"['nlp', 'python']"
AI Engineer,RELX,United Kingdom,Farringdon,49000.0,49000.0,USD,Unspecified,Mid-level,,2025-12-21,Adzuna,"Are you passionate about shaping the future of AI-driven IP tools in a collaborative, flexible environment? Want to join a dynamic team building cutting-edge AI solutions and analytics on impactful, global projects? About our Team: At LexisNexis Intellectual Property Solutions, our mission is to bring clarity to innovation by delivering better outcomes to the innovation community. Each and every day, the work our team does supports the development of new technologies and processes that ultimate…",49000.0,500,False,True,False,False,True,False,Unspecified,Mid-level,"AI Engineer Are you passionate about shaping the future of AI-driven IP tools in a collaborative, flexible environment? Want to join a dynamic team building cutting-edge AI solutions and analytics on impactful, global projects? About our Team: At LexisNexis Intellectual Property Solutions, our mission is to bring clarity to innovation by delivering better outcomes to the innovation community. Each and every day, the work our team does supports the development of new technologies and processes that ultimate…",Low,2,AI Engineer,False,False,False,False,[],"['python', 'rag', 'azure', 'nlp', 'openai']",inferred_from_category,"AI Engineer Are you passionate about shaping the future of AI-driven IP tools in a collaborative, flexible environment? Want to join a dynamic team building cutting-edge AI solutions and analytics on impactful, global projects? About our Team: At LexisNexis Intellectual Property Solutions, our mission is to bring clarity to innovation by delivering better outcomes to the innovation community. Each and every day, the work our team does supports the development of new technologies and processes that ultimate…","['nlp', 'r', 'rag', 'python']",0.18711941337920146,"['nlp', 'python']"
AI Engineers,CYENS,United Kingdom,,40000.0,40000.0,USD,Unspecified,Mid-level,,2025-10-07,Adzuna,"About us CYENS Centre of Excellence (formerly known as RISE) is the Research and Innovation Centre on Interactive media, Smart systems and Emerging technologies empowering knowledge and technology transfer in the region. CYENS CoE is supported by the European Commission, the Republic of Cyprus and its founding Partners, the Municipality of Nicosia, the Max Planck Institute for Informatics (MPI), University College London, the University of Cyprus, the Cyprus University of Technology and the Ope…",40000.0,500,False,True,False,False,True,True,Unspecified,Mid-level,"AI Engineers About us CYENS Centre of Excellence (formerly known as RISE) is the Research and Innovation Centre on Interactive media, Smart systems and Emerging technologies empowering knowledge and technology transfer in the region. CYENS CoE is supported by the European Commission, the Republic of Cyprus and its founding Partners, the Municipality of Nicosia, the Max Planck Institute for Informatics (MPI), University College London, the University of Cyprus, the Cyprus University of Technology and the Ope…",Low,2,AI Engineer,False,False,False,False,[],"['python', 'rag', 'azure', 'nlp', 'openai']",inferred_from_category,"AI Engineers About us CYENS Centre of Excellence (formerly known as RISE) is the Research and Innovation Centre on Interactive media, Smart systems and Emerging technologies empowering knowledge and technology transfer in the region. CYENS CoE is supported by the European Commission, the Republic of Cyprus and its founding Partners, the Municipality of Nicosia, the Max Planck Institute for Informatics (MPI), University College London, the University of Cyprus, the Cyprus University of Technology and the Ope…","['computer vision', 'azure', 'nlp', 'python', 'r']",0.1130633544598949,"['computer vision', 'python', 'r']"
AI Engineer,Oracle,United Kingdom,London,79000.0,79000.0,USD,Unspecified,Mid-level,,2026-02-20,Adzuna,"Description AI Sales Consultant - AI Customer Excellence Center The Oracle AI Customer Excellence Center, part of Customer Success Services organisation, is a global team of pre-sales experts dedicated to helping customers achieve their business objectives by providing deep expertise, winning sales opportunities, and accelerating cloud adoption. If you have enthusiasm, energy, and the ability to evangelize and expand the footprint of Oracle Cloud Platform and services through initiatives such a…",79000.0,500,False,True,False,False,True,False,Unspecified,Mid-level,"AI Engineer Description AI Sales Consultant - AI Customer Excellence Center The Oracle AI Customer Excellence Center, part of Customer Success Services organisation, is a global team of pre-sales experts dedicated to helping customers achieve their business objectives by providing deep expertise, winning sales opportunities, and accelerating cloud adoption. If you have enthusiasm, energy, and the ability to evangelize and expand the footprint of Oracle Cloud Platform and services through initiatives such a…",Medium,2,AI Engineer,False,False,False,False,[],"['python', 'rag', 'azure', 'nlp', 'openai']",inferred_from_category,"AI Engineer Description AI Sales Consultant - AI Customer Excellence Center The Oracle AI Customer Excellence Center, part of Customer Success Services organisation, is a global team of pre-sales experts dedicated to helping customers achieve their business objectives by providing deep expertise, winning sales opportunities, and accelerating cloud adoption. If you have enthusiasm, energy, and the ability to evangelize and expand the footprint of Oracle Cloud Platform and services through initiatives such a…","['aws', 'azure', 'nlp', 'rag', 'openai']",0.19793148016085294,['nlp']
AI Engineer,Oracle,United Kingdom,Reading,76000.0,76000.0,USD,Unspecified,Mid-level,,2026-02-20,Adzuna,"Job Description AI Sales Consultant - AI Customer Excellence Center The Oracle AI Customer Excellence Center, part of Customer Success Services organisation, is a global team of pre-sales experts dedicated to helping customers achieve their business objectives by providing deep expertise, winning sales opportunities, and accelerating cloud adoption. If you have enthusiasm, energy, and the ability to evangelize and expand the footprint of Oracle Cloud Platform and services through initiatives su…",76000.0,500,False,True,False,False,True,False,Unspecified,Mid-level,"AI Engineer Job Description AI Sales Consultant - AI Customer Excellence Center The Oracle AI Customer Excellence Center, part of Customer Success Services organisation, is a global team of pre-sales experts dedicated to helping customers achieve their business objectives by providing deep expertise, winning sales opportunities, and accelerating cloud adoption. If you have enthusiasm, energy, and the ability to evangelize and expand the footprint of Oracle Cloud Platform and services through initiatives su…",Medium,2,AI Engineer,False,False,False,False,[],"['python', 'rag', 'azure', 'nlp', 'openai']",inferred_from_category,"AI Engineer Job Description AI Sales Consultant - AI Customer Excellence Center The Oracle AI Customer Excellence Center, part of Customer Success Services organisation, is a global team of pre-sales experts dedicated to helping customers achieve their business objectives by providing deep expertise, winning sales opportunities, and accelerating cloud adoption. If you have enthusiasm, energy, and the ability to evangelize and expand the footprint of Oracle Cloud Platform and services through initiatives su…","['aws', 'azure', 'nlp', 'rag', 'openai']",0.19745897428384696,"['nlp', 'openai']"
AI Engineer,Capstone Investment Advisors,United Kingdom,London,54000.0,54000.0,USD,Unspecified,Mid-level,,2026-01-09,Adzuna,"We see the world differently at Capstone Investment Advisors. You will, too. Capstone is one of the leading asset management firms in derivatives and complementary strategies. With approximately $12 billion of AUM and over 330 employees (as of December 1 st , 2025), Capstone was formed in 2007 and is headquartered in New York with offices in London, Amsterdam, Milan, Los Angeles, Hong Kong, Stamford, and Boston. For over 20 years, across market cycles, we have identified anomalies, tracked disl…",54000.0,500,False,True,False,False,True,False,Unspecified,Mid-level,"AI Engineer We see the world differently at Capstone Investment Advisors. You will, too. Capstone is one of the leading asset management firms in derivatives and complementary strategies. With approximately $12 billion of AUM and over 330 employees (as of December 1 st , 2025), Capstone was formed in 2007 and is headquartered in New York with offices in London, Amsterdam, Milan, Los Angeles, Hong Kong, Stamford, and Boston. For over 20 years, across market cycles, we have identified anomalies, tracked disl…",Low,2,AI Engineer,False,False,False,False,[],"['python', 'rag', 'azure', 'nlp', 'openai']",inferred_from_category,"AI Engineer We see the world differently at Capstone Investment Advisors. You will, too. Capstone is one of the leading asset management firms in derivatives and complementary strategies. With approximately $12 billion of AUM and over 330 employees (as of December 1 st , 2025), Capstone was formed in 2007 and is headquartered in New York with offices in London, Amsterdam, Milan, Los Angeles, Hong Kong, Stamford, and Boston. For over 20 years, across market cycles, we have identified anomalies, tracked disl…","['python', 'nlp', 'aws']",0.09364811726733713,"['python', 'nlp']"
AI Engineer,Lynx Recruitment Limited,United Kingdom,South West London,76000.0,76000.0,USD,Unspecified,Mid-level,,2026-02-17,Adzuna,"LynxRecruitmentarerecruitingforaspecialisttechnologyconsultancydeliveringcloud-basedAIandanalyticssolutionstoglobalclients.WearelookingforanexperiencedAIEngineertodesign,build,anddeployproduction-readyGenerativeAIsystems. Role YouwillownthefulllifecycleofGenAIapplications,workingwithLLMs,RAGarchitectures,andagenticframeworkstodeliverscalable,business-focusedsolutions. Responsibilities BuildanddeployGenAIandRAGsystems DevelopagenticAIworkflows Designpromptsandsafetyguardrails Implementmonitoring…",76000.0,500,False,True,False,False,True,False,Unspecified,Mid-level,"AI Engineer LynxRecruitmentarerecruitingforaspecialisttechnologyconsultancydeliveringcloud-basedAIandanalyticssolutionstoglobalclients.WearelookingforanexperiencedAIEngineertodesign,build,anddeployproduction-readyGenerativeAIsystems. Role YouwillownthefulllifecycleofGenAIapplications,workingwithLLMs,RAGarchitectures,andagenticframeworkstodeliverscalable,business-focusedsolutions. Responsibilities BuildanddeployGenAIandRAGsystems DevelopagenticAIworkflows Designpromptsandsafetyguardrails Implementmonitoring…",Medium,2,AI Engineer,False,False,False,False,[],"['python', 'rag', 'azure', 'nlp', 'openai']",inferred_from_category,"AI Engineer LynxRecruitmentarerecruitingforaspecialisttechnologyconsultancydeliveringcloud-basedAIandanalyticssolutionstoglobalclients.WearelookingforanexperiencedAIEngineertodesign,build,anddeployproduction-readyGenerativeAIsystems. Role YouwillownthefulllifecycleofGenAIapplications,workingwithLLMs,RAGarchitectures,andagenticframeworkstodeliverscalable,business-focusedsolutions. Responsibilities BuildanddeployGenAIandRAGsystems DevelopagenticAIworkflows Designpromptsandsafetyguardrails Implementmonitoring…","['python', 'azure', 'rag', 'r', 'pytorch']",0.2543257969649064,"['python', 'azure', 'r', 'pytorch']"
AI Engineer,ECS Resource Group Ltd,United Kingdom,Camberwell,69000.0,84000.0,USD,Unspecified,Mid-level,,2026-02-22,Adzuna,"Salary: £54,000 - 66,000 per year Requirements: Proven, hands-on experience delivering solutions using Cognigy AI Experience building Conversational AI, Virtual Agents, or Agent Assist capabilities Understanding of IVR routing concepts, including call flows, intents, and escalation paths Experience integrating AI with contact centre or telephony environments Comfortable working with UI-driven / configuration-based AI platforms Strong communication skills and ability to work across technical and…",76500.0,500,False,True,False,False,True,False,Unspecified,Mid-level,"AI Engineer Salary: £54,000 - 66,000 per year Requirements: Proven, hands-on experience delivering solutions using Cognigy AI Experience building Conversational AI, Virtual Agents, or Agent Assist capabilities Understanding of IVR routing concepts, including call flows, intents, and escalation paths Experience integrating AI with contact centre or telephony environments Comfortable working with UI-driven / configuration-based AI platforms Strong communication skills and ability to work across technical and…",Medium,2,AI Engineer,False,False,False,False,[],"['python', 'rag', 'azure', 'nlp', 'openai']",inferred_from_category,"AI Engineer Salary: £54,000 - 66,000 per year Requirements: Proven, hands-on experience delivering solutions using Cognigy AI Experience building Conversational AI, Virtual Agents, or Agent Assist capabilities Understanding of IVR routing concepts, including call flows, intents, and escalation paths Experience integrating AI with contact centre or telephony environments Comfortable working with UI-driven / configuration-based AI platforms Strong communication skills and ability to work across technical and…","['python', 'azure', 'rag', 'pytorch', 'tensorflow']",0.2603105422352423,"['python', 'azure', 'pytorch', 'tensorflow', 'aws', 'gcp']"
AI Solutions Engineer - Belfast,MCS Group,United Kingdom,Belfast,102000.0,102000.0,USD,Unspecified,Mid-level,,2026-01-30,Adzuna,"MCS Group are delighted to be working with a leading enterprise organisation in financial services that's investing heavily in AI across its core platforms - not as experiments, but as real, production-grade systems being rolled out at scale. This is a hands-on engineering role within a modern Data & Analytics function, focused on building intelligent applications that solve complex business problems in a highly regulated, high-impact environment. The role: You'll work closely with data scienti…",102000.0,500,False,True,False,False,True,False,Unspecified,Mid-level,"AI Solutions Engineer - Belfast MCS Group are delighted to be working with a leading enterprise organisation in financial services that's investing heavily in AI across its core platforms - not as experiments, but as real, production-grade systems being rolled out at scale. This is a hands-on engineering role within a modern Data & Analytics function, focused on building intelligent applications that solve complex business problems in a highly regulated, high-impact environment. The role: You'll work closely with data scienti…",High,2,Other,False,False,False,False,[],"['python', 'azure', 'nlp', 'openai', 'rag']",inferred_from_category,"AI Solutions Engineer - Belfast MCS Group are delighted to be working with a leading enterprise organisation in financial services that's investing heavily in AI across its core platforms - not as experiments, but as real, production-grade systems being rolled out at scale. This is a hands-on engineering role within a modern Data & Analytics function, focused on building intelligent applications that solve complex business problems in a highly regulated, high-impact environment. The role: You'll work closely with data scienti…","['r', 'computer vision', 'azure', 'nlp']",0.25472070102290534,"['r', 'azure', 'nlp']"
"Director, Innovation Lab & AI Engineering - Citi",Citi,United Kingdom,London,75000.0,75000.0,USD,Unspecified,Management,,2026-02-16,Adzuna,"Discover your future at Citi Working at Citi is far more than just a job. A career with us means joining a team of more than 230,000 dedicated people from around the globe. At Citi, you'll have the opportunity to grow your career, give back to your community and make a real impact. Job Overview Citi Innovation Labs is a global network of innovation centers focused on delivering cutting edge solutions to all of Citi's lines of business. Our Mission is to create a competitive advantage for our cl…",75000.0,500,False,True,False,False,True,False,Unspecified,Management,"Director, Innovation Lab & AI Engineering - Citi Discover your future at Citi Working at Citi is far more than just a job. A career with us means joining a team of more than 230,000 dedicated people from around the globe. At Citi, you'll have the opportunity to grow your career, give back to your community and make a real impact. Job Overview Citi Innovation Labs is a global network of innovation centers focused on delivering cutting edge solutions to all of Citi's lines of business. Our Mission is to create a competitive advantage for our cl…",Low,5,AI Engineer,False,False,False,False,[],"['python', 'rag', 'azure', 'nlp', 'openai']",inferred_from_category,"Director, Innovation Lab & AI Engineering - Citi Discover your future at Citi Working at Citi is far more than just a job. A career with us means joining a team of more than 230,000 dedicated people from around the globe. At Citi, you'll have the opportunity to grow your career, give back to your community and make a real impact. Job Overview Citi Innovation Labs is a global network of innovation centers focused on delivering cutting edge solutions to all of Citi's lines of business. Our Mission is to create a competitive advantage for our cl…","['python', 'computer vision', 'r']",0.3618419897531463,"['python', 'computer vision', 'r']"
AI Data Engineer,ConvaTec,United Kingdom,Paddington,90000.0,90000.0,USD,Unspecified,Mid-level,,2026-01-18,Adzuna,"The AI Data Engineer plays a critical role within Convatec’s AI Centre of Excellence (CoE), supporting the design, build, and deployment of data and AI workflows that power intelligent automation and data-driven decision-making across the enterprise. This hands-on position focuses on building scalable data pipelines, integrating AI services, and ensuring data readiness for advanced analytics and AI solutions. The AI Data Engineer will work closely with AI Engineers, Data Scientists, and platfor…",90000.0,500,False,True,False,False,True,False,Unspecified,Mid-level,"AI Data Engineer The AI Data Engineer plays a critical role within Convatec’s AI Centre of Excellence (CoE), supporting the design, build, and deployment of data and AI workflows that power intelligent automation and data-driven decision-making across the enterprise. This hands-on position focuses on building scalable data pipelines, integrating AI services, and ensuring data readiness for advanced analytics and AI solutions. The AI Data Engineer will work closely with AI Engineers, Data Scientists, and platfor…",Medium,2,Data Engineer,False,False,False,False,[],"['gcp', 'azure', 'computer vision', 'nlp', 'aws']",inferred_from_category,"AI Data Engineer The AI Data Engineer plays a critical role within Convatec’s AI Centre of Excellence (CoE), supporting the design, build, and deployment of data and AI workflows that power intelligent automation and data-driven decision-making across the enterprise. This hands-on position focuses on building scalable data pipelines, integrating AI services, and ensuring data readiness for advanced analytics and AI solutions. The AI Data Engineer will work closely with AI Engineers, Data Scientists, and platfor…","['azure', 'python', 'sql', 'gcp']",0.3298873079484578,"['azure', 'python', 'sql']"
AI Engineer / Conversational AI Engineer (Agent Assist),ECS Resource Group Ltd,United Kingdom,Farringdon,149000.0,182000.0,USD,Remote,Mid-level,,2026-02-13,Adzuna,"AI Engineer / Conversational AI Engineer (Agent Assist) Contract Length: 6 months (highly extendable) Location: Remote Rate: TBC Overview We are embarking on a major AI transformation programme, spanning 3-5 years, comprising multiple workstreams and projects across the organisation. One of the key early initiatives within this programme is the design and delivery of an Agent Assist capability, enhancing contact centre interactions through intelligent, conversational AI. This role will focus on…",165500.0,500,False,True,False,False,True,False,Remote,Mid-level,"AI Engineer / Conversational AI Engineer (Agent Assist) AI Engineer / Conversational AI Engineer (Agent Assist) Contract Length: 6 months (highly extendable) Location: Remote Rate: TBC Overview We are embarking on a major AI transformation programme, spanning 3-5 years, comprising multiple workstreams and projects across the organisation. One of the key early initiatives within this programme is the design and delivery of an Agent Assist capability, enhancing contact centre interactions through intelligent, conversational AI. This role will focus on…",Very High,2,AI Engineer,True,False,False,False,[],"['python', 'rag', 'azure', 'nlp', 'openai']",inferred_from_category,"AI Engineer / Conversational AI Engineer (Agent Assist) AI Engineer / Conversational AI Engineer (Agent Assist) Contract Length: 6 months (highly extendable) Location: Remote Rate: TBC Overview We are embarking on a major AI transformation programme, spanning 3-5 years, comprising multiple workstreams and projects across the organisation. One of the key early initiatives within this programme is the design and delivery of an Agent Assist capability, enhancing contact centre interactions through intelligent, conversational AI. This role will focus on…","['python', 'rag', 'nlp', 'fine-tuning', 'langchain']",0.18554404754179754,"['python', 'nlp']"
Staff AI Engineer - GenAI (Dubai based),oryxsearch.io,United Kingdom,The City,91000.0,91000.0,USD,Unspecified,Senior,,2026-01-14,Adzuna,"Role: Staff AI Engineer - GenAI (Dubai based) Join a high-performing Data Science & MLE team whose mission is to drive competitive value through scalable AI solutions. The team builds models that enhance user experiences, enable better decision-making, improve operational efficiency, and shape the regional AI ecosystem. As a senior technical leader, you’ll help define the future of personalization and user engagement using Generative AI and advanced machine learning. Key Responsibilities Lead e…",91000.0,500,False,True,False,False,True,False,Unspecified,Senior,"Staff AI Engineer - GenAI (Dubai based) Role: Staff AI Engineer - GenAI (Dubai based) Join a high-performing Data Science & MLE team whose mission is to drive competitive value through scalable AI solutions. The team builds models that enhance user experiences, enable better decision-making, improve operational efficiency, and shape the regional AI ecosystem. As a senior technical leader, you’ll help define the future of personalization and user engagement using Generative AI and advanced machine learning. Key Responsibilities Lead e…",Medium,3,AI Engineer,False,False,False,False,[],"['python', 'rag', 'azure', 'nlp', 'openai']",inferred_from_category,"Staff AI Engineer - GenAI (Dubai based) Role: Staff AI Engineer - GenAI (Dubai based) Join a high-performing Data Science & MLE team whose mission is to drive competitive value through scalable AI solutions. The team builds models that enhance user experiences, enable better decision-making, improve operational efficiency, and shape the regional AI ecosystem. As a senior technical leader, you’ll help define the future of personalization and user engagement using Generative AI and advanced machine learning. Key Responsibilities Lead e…","['rag', 'computer vision', 'r', 'python', 'openai']",0.20392202029157813,"['python', 'openai']"
AI Engineer - AI Foundry,SThree UK,United Kingdom,Egham,165000.0,231000.0,USD,Remote,Mid-level,,2026-02-17,Adzuna,"We have a current opportunity for a Foundry AI Engineer on a contract basis. The position will be based in Egham. For further information about this position ple AI Engineer - Contract Role I am working with a university that is looking for an AI Engineer with experience in AI Foundry to support the implementation of a number of new use cases. This is a remote contract for approximately three months. The role is outside IR35, with a start date planned for early to mid‑March. Job Description Tit…",198000.0,500,False,True,False,False,True,False,Remote,Mid-level,"AI Engineer - AI Foundry We have a current opportunity for a Foundry AI Engineer on a contract basis. The position will be based in Egham. For further information about this position ple AI Engineer - Contract Role I am working with a university that is looking for an AI Engineer with experience in AI Foundry to support the implementation of a number of new use cases. This is a remote contract for approximately three months. The role is outside IR35, with a start date planned for early to mid‑March. Job Description Tit…",Very High,2,AI Engineer,True,False,False,False,[],"['python', 'rag', 'azure', 'nlp', 'openai']",inferred_from_category,"AI Engineer - AI Foundry We have a current opportunity for a Foundry AI Engineer on a contract basis. The position will be based in Egham. For further information about this position ple AI Engineer - Contract Role I am working with a university that is looking for an AI Engineer with experience in AI Foundry to support the implementation of a number of new use cases. This is a remote contract for approximately three months. The role is outside IR35, with a start date planned for early to mid‑March. Job Description Tit…","['python', 'azure', 'gcp', 'langchain', 'sql']",0.25337832354585477,"['python', 'azure', 'gcp', 'sql']"
AI Prompt Engineer,Harvey Nash,United Kingdom,Edinburgh,94000.0,94000.0,USD,Unspecified,Mid-level,,2026-01-26,Adzuna,"AI Prompt Engineer - 12 Month Contract - Outside IR35 Role Description: Harvey Nash's Pub Sec client are seeking an AI Prompt Engineer to design, develop, and optimise prompt-based solutions for AI systems. This role will design and optimise AI prompts for extracting data from forms, fine-tune models for accuracy, automate end-to-end workflows, and manage production deployments. The ideal candidate will ensure robust, scalable, and secure AI solutions that streamline document processing The ini…",94000.0,500,False,True,False,False,True,False,Unspecified,Mid-level,"AI Prompt Engineer AI Prompt Engineer - 12 Month Contract - Outside IR35 Role Description: Harvey Nash's Pub Sec client are seeking an AI Prompt Engineer to design, develop, and optimise prompt-based solutions for AI systems. This role will design and optimise AI prompts for extracting data from forms, fine-tune models for accuracy, automate end-to-end workflows, and manage production deployments. The ideal candidate will ensure robust, scalable, and secure AI solutions that streamline document processing The ini…",Medium,2,Other,False,False,False,False,[],"['python', 'azure', 'nlp', 'openai', 'rag']",inferred_from_category,"AI Prompt Engineer AI Prompt Engineer - 12 Month Contract - Outside IR35 Role Description: Harvey Nash's Pub Sec client are seeking an AI Prompt Engineer to design, develop, and optimise prompt-based solutions for AI systems. This role will design and optimise AI prompts for extracting data from forms, fine-tune models for accuracy, automate end-to-end workflows, and manage production deployments. The ideal candidate will ensure robust, scalable, and secure AI solutions that streamline document processing The ini…","['azure', 'rag', 'python', 'openai']",0.2658843435848227,"['azure', 'python']"
AI Engineer - AI Foundry,Real,United Kingdom,Englefield Green,165000.0,231000.0,USD,Remote,Mid-level,,2026-02-17,Adzuna,"We have a current opportunity for a Foundry AI Engineer on a contract basis. The position will be based in Egham. For further information about this position ple AI Engineer - Contract Role I am working with a university that is looking for an AI Engineer with experience in AI Foundry to support the implementation of a number of new use cases. This is a remote contract for approximately three months. The role is outside IR35, with a start date planned for early to mid‑March. Job Description Tit…",198000.0,500,False,True,False,False,True,False,Remote,Mid-level,"AI Engineer - AI Foundry We have a current opportunity for a Foundry AI Engineer on a contract basis. The position will be based in Egham. For further information about this position ple AI Engineer - Contract Role I am working with a university that is looking for an AI Engineer with experience in AI Foundry to support the implementation of a number of new use cases. This is a remote contract for approximately three months. The role is outside IR35, with a start date planned for early to mid‑March. Job Description Tit…",Very High,2,AI Engineer,True,False,False,False,[],"['python', 'rag', 'azure', 'nlp', 'openai']",inferred_from_category,"AI Engineer - AI Foundry We have a current opportunity for a Foundry AI Engineer on a contract basis. The position will be based in Egham. For further information about this position ple AI Engineer - Contract Role I am working with a university that is looking for an AI Engineer with experience in AI Foundry to support the implementation of a number of new use cases. This is a remote contract for approximately three months. The role is outside IR35, with a start date planned for early to mid‑March. Job Description Tit…","['python', 'azure', 'gcp', 'langchain', 'sql']",0.25337832354585477,"['python', 'azure', 'gcp', 'sql']"
"AI Engineer, AI Lab",The Economist Group,United Kingdom,London,57000.0,57000.0,USD,Unspecified,Mid-level,,2026-01-10,Adzuna,"Who we are We are an organisation that exists to drive progress. That's the “red thread” that connects everyone at The Economist Group (TEG). Our businesses share a devotion to innovation, independence and rigour in their fields of expertise. We empower people to understand and tackle the critical challenges and changes facing the world. Our analytical rigour, global expertise and evidence-based insights enable individuals and organisations to make sense of these shifts and chart a course throu…",57000.0,500,False,True,False,False,True,False,Unspecified,Mid-level,"AI Engineer, AI Lab Who we are We are an organisation that exists to drive progress. That's the “red thread” that connects everyone at The Economist Group (TEG). Our businesses share a devotion to innovation, independence and rigour in their fields of expertise. We empower people to understand and tackle the critical challenges and changes facing the world. Our analytical rigour, global expertise and evidence-based insights enable individuals and organisations to make sense of these shifts and chart a course throu…",Low,2,AI Engineer,False,False,False,False,[],"['python', 'rag', 'azure', 'nlp', 'openai']",inferred_from_category,"AI Engineer, AI Lab Who we are We are an organisation that exists to drive progress. That's the “red thread” that connects everyone at The Economist Group (TEG). Our businesses share a devotion to innovation, independence and rigour in their fields of expertise. We empower people to understand and tackle the critical challenges and changes facing the world. Our analytical rigour, global expertise and evidence-based insights enable individuals and organisations to make sense of these shifts and chart a course throu…","['python', 'r', 'azure', 'sql', 'aws']",0.11480720044119541,"['python', 'r', 'sql', 'fine-tuning']"
Software Engineer - AI Engineering & Assurance - Macquarie Group,Macquarie Group,United Kingdom,London,78000.0,78000.0,USD,Unspecified,Mid-level,,2026-01-31,Adzuna,"Join our Global AI Engineering and Assurance team and help shape the future of responsible AI at Macquarie. In this pivotal technical role, you'll apply your expertise to ensure AI systems are trustworthy, scalable and compliant, driving innovation while safeguarding against risk. At Macquarie, our advantage is bringing together diverse people and empowering them to shape all kinds of possibilities. We are a global financial services group operating in 31 markets and with 56 years of unbroken p…",78000.0,500,False,True,False,False,True,False,Unspecified,Mid-level,"Software Engineer - AI Engineering & Assurance - Macquarie Group Join our Global AI Engineering and Assurance team and help shape the future of responsible AI at Macquarie. In this pivotal technical role, you'll apply your expertise to ensure AI systems are trustworthy, scalable and compliant, driving innovation while safeguarding against risk. At Macquarie, our advantage is bringing together diverse people and empowering them to shape all kinds of possibilities. We are a global financial services group operating in 31 markets and with 56 years of unbroken p…",Medium,2,AI Engineer,False,False,False,False,[],"['python', 'rag', 'azure', 'nlp', 'openai']",inferred_from_category,"Software Engineer - AI Engineering & Assurance - Macquarie Group Join our Global AI Engineering and Assurance team and help shape the future of responsible AI at Macquarie. In this pivotal technical role, you'll apply your expertise to ensure AI systems are trustworthy, scalable and compliant, driving innovation while safeguarding against risk. At Macquarie, our advantage is bringing together diverse people and empowering them to shape all kinds of possibilities. We are a global financial services group operating in 31 markets and with 56 years of unbroken p…","['rag', 'kubernetes', 'python', 'fine-tuning']",0.16890477165053697,"['kubernetes', 'python']"
